author,polarity
DaveShears74401,-0.0625
cupscene,0.375
debjanise,-0.25
charlotte_gggg,-0.55
karasoth,0.4
Starlord51501,0.5071428571
The_Long_Drop,0.8
justmyviewp2,0
ppeters,-0.25
Superleeds1Mot,0
passthebeano,-0.25
Michael93695412,-0.35
Phillylass1,-0.25
MacVegan,0.25
funkgodartist,0.2
LevinInches,-0.35
kekedesplages07,0
Pringle17Nancy,0.1
anand_s9,0
ShortingIsFun,-0.25
archybristling,-0.2
stancbgreen,0
dmapa44,0.5666666667
deb1975King,-0.25
bajasuz,0.35
dmapa44,0.5666666667
aprilerussell,-0.05
dmapa44,0.425
Mentooheadache2,0.2833333333
sambarvadaii,0
hilarityjane,0.2
BradMunchen,-0.25
adTumbler,0.08
jiggysensei,0.2972727273
SamuelJHall,0.35
PeterjsBeattie,0
Mentooheadache2,0
fireskysoir,0.6
mjb0007,-0.25
BlackStormRise,-0.25
nba_touche,-0.3833333333
tvchiquita,-0.25
IBC_Yoh,-1
FausFrau,-0.0625
_wmvve,0.2972727273
Engelbertsy,-0.25
Mentooheadache2,0.175
qsolido,0.03333333333
ilanas,0
PilkedUp,-0.05
_wmvve,0
JukkiLine,0
madamasha,0.3285714286
TortieCats,-0.0625
vcdrnxr2kx,0
PackDaddy_22,0
Henrymedia105,0
OnPondOne,-0.35
gstokey,0.4
TwitNdublin,0.08333333333
see_jl,0
markmaycot,0
AaronJoseGarci1,0.4
trukurt1965,-0.04166666667
Allchanges,-0.04583333333
SheepEddie,0.4
Oz_Mark,0.35
ScrummyTacos45,0.07083333333
Morpheu19485440,0
JustineFairgro1,0
TheiPredator,0.25
NathanC67060479,0.25
andrew_cawood,3.70E-17
paakarkai,0.03333333333
predederva,-0.25
ThinkOnIy,-0.01903409091
mingohappy1,0.025
newkingofmedia,-0.25
collie_plus_8,-0.25
BeBestBetty1,-0.25
mingohappy1,0
MajorSimhan,0.03333333333
DziadowiczS,-0.07708333333
JamesNk22448899,-1
donsanddivas,0
AmendmentD,-0.25
fromjimbarnes,-0.4666666667
kilojoule_,0.2666666667
Super_Sonic2121,-0.6
al_jemima,-0.25
LaniBeno,3.70E-17
not2loud,-0.25
NiaAlexsandra,-0.1395833333
NathanC67060479,0.03333333333
MarilynEgan1,0
adamtreearce,3.70E-17
sumersethii,-0.2833333333
Johnmilonas25,0.05
OvrbroKingGainr,0.4
pjsdiscoking74,3.70E-17
BenBen_Show,-0.2916666667
stud_beer,0
Grossman4NJ,-0.35
HRHtcat,0.725
Mirror6161,-0.1666666667
Christi91667860,0.02
Mirror6161,0.07083333333
dogsforever61,-0.25
unclemuley,-0.25
lalaland_happy,0.2888888889
NeilView,-0.01111111111
CosimadiRonda,0.4
UhthredB,0
ChrisMousse3,-0.1166666667
HadrienPean,0.06666666667
loubell2303,0.05
Tea94852859,0.5
voodoopincushin,0.3
sDreyse,-0.0625
Ije_Omalicha,0.5
Sheraneena,-0.0625
TimHoolahan,3.70E-17
meganwy0vmouses,0.1666666667
YazKat84,0.25
Poncho06259729,0.00625
jakea21x,0.2
John_Reddick,-0.45
weskusgogga,-0.25
Vincinnatus,-0.2625
RobertC78726751,0.6
ann_crossley,-0.25
bd_03,-0.2
janemacht,-0.25
ajk12369,-0.02
Garolin,0.6
erin13951906,0.1916666667
TBA_Hammy,-0.05
oyedeji77896605,0.4916666667
htwollin,-0.25
TerriJacobson1,-0.25
heilig_white,0.25
Gnonto29,3.70E-17
thgrmsd,-0.07083333333
bethfardell,0
wfmtea,3.70E-17
LisaSteel15,0.6
AlekHalingei,0.25
johnkaiherbert,0.425
CattyArt1,0.6
bartramsgob,0
MarXPacE,0.2166666667
SSZ1967,0
Lossothechin_92,-0.25
ladywal99943295,0.4242424242
Jackste70396138,0.15
NatoneFLOYD,-0.0625
masterbaster,-0.03333333333
Davidleadbeat11,3.70E-17
close2EU,0.6
TxPatriot4Trump,0
saini77,0.4566666667
WathigoShe,-0.65
MobileAppDevUK,0
johnandi,0
DougalMarTel,0.03422619048
AnSaoiSaonta,0.22
Leeds_Untied,0.4
uk_tesla,0
SamThewlis4,3.70E-17
MinistryofOtaku,0.4
violetfitz820,-0.3
R04dman,0.2166666667
Julshede1,0
Leen_AZ1234,0.1363636364
JeffGazzard,-0.25
StoneKidman,0.4
MelbinPeta,0.6
leonhardeffendy,0
Dell1951Dell,0.05
_fauxREALITY,0.2142857143
Tea94852859,0.6
Obfoxious,0.3
BrexitBuster,0
bartramsgob,-0.1485714286
BetterWay4wrd,-0.25
roseg,0.5
Swimmingsolo1,-0.5
asylum129,-0.2142857143
ZenithYas,0.3
Smithence,0
CrimsonForker85,-0.6666666667
SageMantle,0.4553571429
robhamilton81,0.1428571429
Ongiri_RN,0.3181818182
portraitinflesh,0.2291666667
krazykitkatm,-0.25
RonMoor15432968,-0.0625
sara_doesnt,0.1714285714
jodieamillowick,0.1666666667
Jonthemon6,0.6
BrandiBlitzYT,0.3571428571
Jim_Bedford,0.05555555556
ChauvJohnson,-0.55
mahad_bajwa,-0.2708333333
KyleMatthews69,0.4
roche_toni,-0.05
eu4evernow,0
YOliveau,0.6
ChrisLXXXVI,0.1071428571
Finkley1,0
Meidas_Steve,-0.25
themenace_denis,-0.32
knownill,0.1875
roche_toni,-0.3482539683
ATrueJoker,-0.25
TheBoiledbeetle,0.5
Carolin57386822,0.1739285714
NotGoneL8,-0.25
ejboardley,0.07916666667
eyesnears00oo,-0.3125
OldSteveH,0
bilvershells,0.3181818182
jonspurs1958,-0.3125
adebukola_mt,0.1471428571
shiza_sguza,-0.1
aussiefemmebot,0
Zebppir,0.4
Fiona_C1,-0.25
so1tgjmj,0.3181818182
yemicasey,0.3333333333
FBBrotzer,-0.25
LewisBrooks999,0
JDJUK,-0.04583333333
matthias_bj,0.6
Nyathera2,-0.0625
Fragglegal,0.03333333333
ShyttyP,0
madeline61,0.25
QueensSpeechUK,0
Camargo_Broker,0.3181818182
starchanton,0.5
AsigotUP,9.25E-18
WaMonene,-0.25
ednyagaka,0.2121212121
danhenshaw,-0.25
docrussjackson,0.002777777778
WGAwriterssteal,0.003571428571
Blk_Chauvinist,-0.25
ian_newzzz,0
mare777,0
Telibarb,-0.3383333333
socksknitter,0.6
TheMasterHobo,0.4
KootsIslander,-0.125
RushHou35170891,0.2228571429
3711kate,3.70E-17
KingValleyBoss_,0
Mlfreeman75,0
bigCSMstan,0.4
hydiera,0
will29301577,3.70E-17
NoHolyScripture,-0.3125
Punished_Namer6,0.4
PutMeBackUnder,0.04583333333
E_Coldfire,0.4
rita_rake,-0.2558333333
SpiffyHobbes,-0.125
YOliveau,-0.2
x_r88,0.3
MacdukeTS,-0.2027777778
teaverie,-0.06666666667
JD_Version3,0.01666666667
mbarSinha,0.1166666667
yeastsplainer,0.3214285714
L_Riestra,0
Cymatics13,0.25
sir_vert,-0.3125
alococola,-0.18
AlIanKorir,-0.05
GrattidgeIan,0.103968254
LunarArchivist,0.4
LunarArchivist,0.4
ohmaryloo,-0.125
TinfoilTerri,0.1444444444
ActualAnti,0.5
WeAreMikeJ,0
DrChrisParry,0
Imperfectbuddha,0.1345454545
herphilosophyy,0.1385281385
BagTrick,0
feochadn,-0.25
Astrologic007,0
BrownbasUsed623,-0.2
BBsandwich_,-0.07777777778
Manda_Ponium,-0.0625
ckeircampbell1,-0.25
DiamandisLa,0.45
lufcluke91,0
TrueIslamAU,0.2958333333
HuntDi,-0.0625
LUFC96Robbo,3.70E-17
TinfoilTerri,0.04
Diana4641429095,-0.5
sarafayeG,0.05
SofiaMerfCity,-0.0625
GarthMarenghia,0
yasmin_exe,0
IamBellaKush,0
Taddles76,0.05
WanderingBoson,-0.04732142857
tech_faq,-0.0625
NicolaMalcolm1,0.6428571429
boggart_the,0
chrischul,0
aishasreminders,0.3
Jennife49213242,-0.25
chadculer,0.275
NicolaMalcolm1,0
Equinox_UA,-0.025
SavedOne1,-0.03095238095
Mikey__LUFC,3.70E-17
Teeznutz11,-0.1666666667
mthumanitarian,-0.28125
BeryI09,0
ElaineM00418402,0
shawniefc,-0.15
shawniefc,-0.15
boho_daisies,0
rantinrobin,0.7
ButtaNot,0
Midlifecrisisw1,-0.05
Chile7171,0.25
stiptop1,0.1
Mgofifi_,-0.2
TheWhogg,-0.5458333333
volume_mad,0.01388888889
tenebri90804046,0
bubbly42441652,-0.1
Ewan_C_Forbes,0.1520833333
sharonmwinner,-0.25
ButtaNot,0
poempantomime,-0.5
Mom2369738149,-0.25
10raxxslvt,0
raptorcraze,0
JacquelineLWay,0.25
missbunnywarren,-0.0625
BusterHunter56,-0.25
Factsmatter2,0.4
MyGrannyTheGeek,0.3333333333
Quinta00876879,-0.25
ButtaNot,0.45
2000MetaV,0
CircularRuinz,0
DavidPerano,0.4
buff70,0
chrisnmike65,-0.0625
DrSpockets,-0.25
buff70,0.1
AuroraBlogspot,0.3333333333
AuroraBlogspot,-0.1625
rtait1,0.35
Tillytoo2,-0.25
nelbelfras,0.3333333333
_MKathryn,0
iconoclassism,0
OneMore76216521,-0.25
WTFNiagara,0.1
RobertsTais,0
PsychSavant,0.25
Queenjazzheart2,-0.1555555556
AllanGPaterson,-0.1625
AllanGPaterson,0.3333333333
Taragolf1,-0.25
geinnannie,0
Tr4nswomenRMen,0.2
OWNSelfReliance,0.2722222222
TheBourbonette,0
CongoPServices,-0.2
CaptainOlafVonV,-0.15
scoupydoo_,0.35
suemolino,-0.4
_MKathryn,-0.25
mk77_williepete,0.1375
ChantellDawnSny,0.25
AmMirule,0.3571428571
TheRealPocus,0
DrewEmmick,-0.19375
charles7stuart,0.4333333333
madisongauntx,3.70E-17
Revam_VAL,3.70E-17
JpackJack,0
AndyC19088759,0
bris_bear1,0.3166666667
graceinngarden,0
70ot5,0
notfuckingdk,0
CoffeePowerrr,-0.1433333333
ReynaCa15285023,-1
CircularRuinz,0.06666666667
Kaerheern,-0.05
pharma_mule,0
skjayarajskjay1,0.08
StuartSyvret,-0.25
punishedkomrade,0.25
kadar_k,0
wdfisgoinon,0.03333333333
EasyE1902,0.375
GreenRupertRead,0
_RedFrog,-0.25
kavoriet,-0.0625
AlexisBobbie,0.325
sam_brown7,3.70E-17
Ladybird2006,-0.0625
AncientAuntyJu,0.1
90scorpbb,-0.0175
JTrilliano,-1
DrConopoima,-0.25
MMinnym45,-0.13
_maishamazuri_,0
alirizwanm2,0
HeloKit26225919,0
TrotDarrow,-0.25
Serepheena,0.2
sandybrowne7,-0.4
HurtubiseSandy,-0.06
KindlyCutCrap,0.05
shivani_1970,0.65
wendy_mcroberts,-0.25
tanteezerzone,0.75
jeffgrim71,0.3625
RobertS96308735,0.03055555556
abholymoly,0.1
Innerglowvibes,0.75
Innerglowvibes,0.3
Speak4Tomorrow,-0.25
anthonymiccio,0.03333333333
AllegraMi,-0.25
ThouShaltPrint,0.1028138528
JessicaWrites4,0.1666666667
The_Simp_Slayer,0
Marissa1984L,0
pinopao,-0.25
Iwontfltfather,0
_venabme,-0.25
shierasuhaimi_,0.3571428571
I_amSteady,0
YujiMarutani,0
me___1_,-0.3722222222
chelsthebaddest,0.19375
cxxxrose,0.01666666667
AtrangiSatsangi,-0.0775
2ds_inspiration,0.6666666667
BeaumontBee,0
mikelauterbach2,0
Factsmatter2,0
radfemverity,0.2
bigballzz777,0
dharpers2437,-0.15
trapped_in_psvr,-0.25
AceRedBand1t,-0.25
rebelette_cork,0.15
moparbillgraham,-0.25
Startre72377111,-0.25
MrsGreggLeakes,0
drseid,-0.25
getgoing100,-0.25
effiedog,-0.25
PunishmentHurts,1
DanelleK,-0.25
Just_Plan_B,0
meggy_head,-0.25
RobertAshmore13,0.7
SandhillMystic,-0.1
JoeVFarmer,-0.43125
sparrow6_,0.3
anthonymiccio,0.03125
FlamBeauxMarleY,-0.2345238095
IMEI21,-0.25
farahadams,-0.25
KerrinNaude,0.1666666667
mtngma,0
CharlizeTheroff,-0.05
wendolyneCH,0.7
wmwallace9,-0.25
jennymb_jenny,-0.0625
KILLERTACTIC,0.09333333333
_yungtill,0.3
ThePixollie,-0.45
rob_____01,3.70E-17
Jude90293402,-0.0625
Lise_de_V,-0.25
janedmunds,-0.25
bingwisdom,-0.25
EB8Destinyf,0.8
garystout16,0.1
JIFF01,-0.25
DMBincredible,-0.25
BfromCalgs,-0.25
gonefortea1,-0.0625
bbonfiglio,-0.25
RandyMathew5,0
LommyToe,-0.1875
joe_10101973,0.13
SethAbramson,-0.1
SharonAlbanese2,0.4666666667
abby_nels01,-0.3
mg_dodger,3.70E-17
beyerstein,0.07083333333
gs777gs777,0
ssinsationn,0.2142857143
therealDeeohh,-0.05
rebeccaanne3,-0.15
4mergangsta,0
JpackJack,-0.00625
Mistysdad1,0.2571428571
MoretteThompson,0.35
Mistysdad1,0
j00hyunista,-0.1666666667
amberwayofgrace,0
leedsthat,0
TBrown799,-0.15
IWOSCwriter,0
HappyNacho73,0
Wolfric906,-0.03333333333
SynergyBeeMe,0.03333333333
North_To_Ak,-0.0962962963
Mistysdad1,0
Cryptocrat888,0.4
diamonddenise11,0
Nyathera2,-0.9
thedarkcanary_,0.3
following_q,-0.25
TafariFri,0.2041666667
anthonymiccio,0
Dfj__23,0.225
KMSundaychild,0
qwerty4life,-0.03911111111
willboswell_,0.3681818182
Ronnieinc07,0.1166666667
FCake2021,-0.2307692308
KiniAlohaGuy,0
Franklythis_,-0.0625
GuiDurocher,0
SeanDonovan123,0
KovacsInc,-0.1666666667
anthonymiccio,0.6
KarenHynes3280,0.5
parodevi,0.2694444444
StuckNDaMidd1e,0.04166666667
Grem_Lynes,0.2166666667
JuliusCaesarBG,-0.1
BerrensJoey,0
cathwrites,0
tx_granny,0.2571428571
DawnBeddis,-0.3
Sera_DeLorenzo,-0.125
jugglewoo,0
JudyO49124538,-0.325
valerie_garrity,0
SodaPop19000,0.3642857143
OliWay2,0
prettyblicky,-0.1
ditalaenojadita,0.6
Martina59459701,-0.0625
radiant_pi,0
PatzwaldtPetra,-0.0625
John_A_Keen,0.1
Karan_DX99,0.02777777778
w_liu_,-0.1
oneMeekGeek,0
BadOpinions5,0
spudislander35,-0.2
_tapabrata_jana,0.23
PWoodlouse,0.2
uno_eyed_willy,-0.4
diannagonzalez,-0.01666666667
Bene1606,0.25
worshipfreely,0.1
katerowswell,-0.05
Melaniet74,0
MynxeLSilles,0
burntboi,0
ShivD_S,-0.01916666667
CoachElizabethS,0
shannonkatt,-0.4
ztech1001,0.25
KyleBull13,0
ISinkovits,-0.1333333333
MyDeadBedroom,-0.15
KevinDo60612307,0.1466666667
MisszAmber,-0.0625
iam_hangwi,0.045
JessicaGill27,-0.1375
meltasnowflake,0
ricochicomico1,0.1125
TAPastors,0.08666666667
ACMELeader,0.3
gregmcdonald001,-0.0625
4cdperspective,0.05
Cryptocrat888,0
wardythedragon,0
JohnF76,-0.15
ninjashoes,0.2777777778
frendlyfrenyuu,-0.25
lavenderspxrks,-0.02
Ahrrggghh,0.3714285714
LauraAngus13,0.7
DonnaRobertsPhD,-0.125
darkevilelf,0
Nonsumdignus_5,-0.1285714286
CodeSourabh,-0.0625
Royal_BLT,0.4
AlwaysAnti65152,-0.2828571429
notevenNikita,0
7SilverPetals,0.075
spudislander35,0.07314814815
TheMindsJournal,0
EmiliaOnPoint,0.1
NyVicki,0.4952380952
EmiliaOnPoint,0.3333333333
edPXL,-0.0625
susan_e_winter,-0.125
TheMagnifera,0.01666666667
LucyTheLuckyCat,0
jedbeetle,0
malachiobrien,0.1
_isishere_,0.4
yazmin94ol,0
RexKramer_KFM,-0.1212121212
_isishere_,-0.03125
johnupp56,0
LISABBBBBB,0
isgro_tina,-0.1
JDHaltigan,-0.1
BrandonPOMara1,0
Buttercup2153,0
SportyJosh6,0.4333333333
neilfinnfan,0
FawgNz,0.15
cflanders34,-0.0625
tweetbix,0.2
DolceProduction,-0.0625
EveExamines,-0.375
lilbucatini,-0.1936507937
stevencnc,0.5
MoblinMax,0.6666666667
GBSwift1,-0.025
deusestbonus,0.16
jackyphei,-0.07142857143
fxckcCalaisxoxo,0
yburyug,0.03333333333
JamesCAngeli,0.002777777778
KladdaghReviews,-0.125
Native_Invader,-0.25
PersonalBest711,0.05
OgScarry,0.2095238095
smylingjay,-0.5
ChyanneDennis,-0.02976190476
CancerousWon,0
LeanneHanney,-0.125
Tjudge34,0.1428571429
SingleMomMoguls,0.8
snarkytoes,0.1
MsNaflaah,-0.1666666667
oneMeekGeek,0.5
Linez_OG,-0.0625
Carmenr1Carmen,0.1
triggatreyjr_,-0.03333333333
littleoceandrop,0.2833333333
RWK60851051,-0.0625
JoelMCurzon,0.2277777778
ErikaAbrahamss2,0.1
NotGod22,-0.0625
ArvindMohapatr3,0.5
DiluvialChatter,0
nanatashaaaaa,-0.1666666667
ErikaAbrahamss2,0
revjohn22,-0.0625
victoriasdeadx,0
dmzhukova,0.1
JDHaltigan,-0.15
Native_Invader,-0.025
dmzhukova,-0.1625
mxrsyster,-0.4
Isp382,-0.25
UMichBasketball,-0.2470238095
tablogloid,0
AldusM1501,0
mxrsyster,0.5
madhurikaraja,-0.125
Sriniva95700047,0.129562717
rubikees,0.6
CstmrDisservice,0.6333333333
Jessica75Romero,0
Khntststsudvwj,0
oprahwhenfury,0
RobertoGMostajo,-0.14
TracyJa82348869,0.275625
TallyMay5,-0.1208333333
drFoxcroft,0.15
TuckerPutin,-0.05185185185
greenoz123,0
hfsboatr5,-1
WhartonEileen,0
Sean65897854,-0.4089285714
ItsJuuzouxD,0
KammelaBala,0.02159090909
Bckgrndwrld,-0.125
kpopnquarantine,0
BobbyPNewton,0
EvolveMentally,0.5
kpopnquarantine,-0.2916666667
DavidAHoward,0.1
Kim867484,-0.6
Vikingpepper,-0.45
AshleeMComedy,0
Hamultonne,0.225
LeftDefeat,0.10625
Dihaggis,0.06666666667
LetiLombardiok,-0.125
DOlivr,-0.0625
lifereeducation,0
FrondaAlx,0.3013888889
u66177282,0.1875
NO2SnpFalkirk,-0.25
DRSharonRStone,0
EliteLarryTok,0
PsychToday,-0.125
jneenee1025,-0.0625
CulinaryOasis79,0
julescatt,0
PatrickFGleason,0.1
efiongedidiong,0.4
younglionstar,0.1875
ksl1437,-0.1
kopopoulous,0.1777777778
Robert_Dabob,0
WellspringGP,-0.2
happinessellen1,0.2125
kkaystronger,-0.55
happinessellen1,0.1
DitchTheLeft,0
bczzzzz,0
libertyforall_0,0
Hay_Z2021,-0.1
WalkingJingle,-0.625
AlizeeScassel,-0.01666666667
JuliusWent2Gaul,-0.5
fugitivekat,0
weewoono,0.25
MosesHopes,-1
debbz8,-0.04285714286
DogeSupremacy,0.85
sagittayystar,0.65
RiotTownUSA,0.6
HypJuxII,0.2270833333
sagittayystar,-0.05
MtnTha,0
maggsbrowne104,-0.25
JuleeGeeze,0
D1sambiguation,0.1875
Grumpy_Attorney,0
BenMerc_1,0
JBFletcher88,-0.1
GrantHBrennerMD,0.1363636364
bearvier,0.01373626374
RasputinWoke,0
GaiasEarth,0.5
mediaconsumer13,0
ZeteticAdvocate,-0.1444444444
ChandyAnil,0
Lifeofmariw,0.6770833333
MeenaDeshpand10,0
Sherlock_Phox,0.1
CraigHa33460047,0
waisuf,-0.25
TessaBrantley5,-0.3
IKUNecho,0.1875
sihpper,-0.3333333333
JoeLubas12,0
Rodney_ii_back,0.6
PowPowSaysHi,0.185
RoadsideMum,-0.1
MissNicoletta,0
bkswjennie,0.6
ChandyAnil,0
ReeaWisdom,-0.1
DonOrRon24,0.4333333333
IsabellaFl91931,0.2333333333
ParodyBlue,-0.1333333333
textonscreen,-0.05
ismelina,0.1333333333
tweetofgrace,0.6
barrel683122091,0.35
nopenous,0.2
autofiderrick,0
Crt4Me,0.05625
rainbowdash1087,-0.0625
imac87795427,0.3
CarolinaGorale,0
KanyeSatoko,-1
DabizLegend,-0.5
kitoko2013,-0.3
thepiperpuptoo,0.8
bloomiesun,-0.1666666667
Cryptocrat888,0.2
CraigRegan18,0.1666666667
Abaddon25,-0.075
Ravenclaw1138,-0.45
SG3neris,0.1666666667
CLang21,-0.008333333333
roy58495150,0.1
LenBlair,0
Connie2835,0
AerieFaerie,0.2
ladyanaaaaaa,-0.0625
ZestdeGravity,-0.0625
reallywangchung,-0.7
Adenoman,0.5
dmassary2,-1
MontecitoPolo,-0.1
DarrenNoonan91,0
emfletch2108,3.70E-17
JWeirdo92,-0.45
AQueenof1Self,0.2611111111
FatSassyOne,-0.02777777778
HuizengaWest,0
OrlandoHigueraT,0.1833333333
Grumpolosh,-0.1
sweetbologna_,-0.0625
wolframandhart1,-0.0625
ExamplePrime,0.25
JillLafavor,-0.15
nc_jewel,0
haaohaoo,0.3333333333
haaohaoo,-0.1625
BruceJHenderson,0.08888888889
Nii_YNWA,0
233DL,0
heidi15481914,-0.0625
ColdstoneFlames,0.4
genesis5x5,0
EMO05285680,0.1666666667
edesinw,0
Junkball28,0.4333333333
Camarila8,-0.0625
blondautist,0.175
AlmightyxTi,-1
JaneEve3123,0.2666666667
CulinaryOasis79,0.5
od_aiva,0.45
AnaLRodriguezD,0.125
CulinaryOasis79,0.1839285714
CrofeatherJohn,0
BidenHolocaust,0
seansweet,-0.1555555556
HelpmeJahRule,0.4
JamesWah6,0.4
Meghantheeduch,0
redscarehoe,0
tess78606957,0
moodyangela,-0.04375
susanmather4,0
Gabriel4026,-0.09444444444
ArkhamStealthy,0
zeemapped,0.5
BarbsParisi,0.3452380952
BoneCrushingOwl,0.13
PNW_working_mom,0.04
MARIZOLRAMOS2,0.2857142857
SuziQLeathers,0.1761904762
xTacoJMA,-0.15
mementomoribae,0.25
SomeOne9oNe6,0.1341269841
greencrow12,0
Jdm_over2020,0
DrReality5,-0.1082251082
PauperPeter,0
Chivaraskus,0.1833333333
JasmineVysoren,0.1
ijessicagreene,0
_momichelle,0
ijessicagreene,-0.5
WidodoLila,-0.39
d_white_rabbit,0
mosaisms,-0.2
PorchProgram,0.16
ASMOKEE1,0
JaneEve3123,0.2666666667
sheryl59514812,-0.0625
Rose68576313,-0.3
TheEmoDragon,0
TheTalkSoup,-0.05833333333
Mephistaris,0.45
storyofcoIors,0
MariaWalters196,-0.0625
cangyijhao,0
afternews2,-0.0625
JayKilgore7,0
DakiniBliss,0.01111111111
Chettlar,0.45
MeatNCheese,0.25
cmx11,0
arrahhenna,0.3
NYC_Shon,0.5
Gxdified,0.125
gmblid,0
XXLPierre_,-0.1
KadyMuhammad1,0.05
lmw_337,0
DesiRN,0
JeffPunnybone,0.3072727273
MikeBra10380104,0
JoelTCarter,0.3916666667
StephanieKarr15,0.1
sanbheegold,0
StephanieKarr15,0
RGlobo1970,-0.15
ch86798,-0.15
DustinTPeterson,0
Datroofwillshow,-1
GpazNWT,0.45
buttnakedplaya,0.2611111111
Blythe_Gryphon,-0.065
Blythe_Gryphon,-0.04444444444
Blythe_Gryphon,0.1916666667
HelixBattery,0
dasawkem,0
FiveWoke,-0.03125
KevinEFitzM,-0.0625
ALicentiousLot,-1
alzerrax,-0.2375
kevinnbass,-0.15
MaryJoMeehan2,0.25
JosephRNealJr1,-0.15
susansa86371078,0.025
JQDIO,0
hybrid_hominid,-0.21
KwoaTalent,0
SWfnCJaco,0.5
maximalexei1,-0.15
lovinglivin4,0.5
Abaddon25,0
chris_norcal,0.05
gatorneiljr,0
IronSimp,0
BleedSteel4L,0.8
MichelleEdd83,0
realJohnDouglas,-0.06875
DalriadaTemple,-0.75
Jake67_patriot,0
gnooceg,-0.15
Romaq,-0.2333333333
bambideer47,0
ellis_texas,0.5
RothThePatriot,0.25
The_L0Afer,0
Eddymunn,-0.125
RylanRussell11,0
NormanDInvasio2,0.05
grammyfive63,-0.09375
TheEternalMask,0.3
OTBsaan,-1
NavidBgood,-0.15
Wokies1,-0.15
LinguistReborn,0.4
Soupformyfam404,0
serenitymarsayy,0
DichotomySqr1,-0.15
polish_man23,0
jordanbpeterson,-0.1
lifewab2,0
lmaoSmdKwizzy,-1
bigoldape,-0.04166666667
onoskelis666,-0.1
Dieudonnem55,-1
VisceralEntropy,0
Aussie_GC_Man,0.2535714286
Shaggyson1984,0.1
NihilistMermaid,-0.0625
mdunfee3016,-0.2
hopedunkley12,0
KrypteiaNet,0.2722222222
brad_melton,0.2111111111
SupernovaMomma,0.3
jonathanstea,0.3333333333
Darandata1,-0.0625
escapetoprague,0
textonscreen,0
LumiLumi1981,0
baggy615,-0.125
_Artium_,0
standupcomedyfa,0.35
Lorraine_X_X,0.4083333333
CoachClontz24,0.5
rebels2008,0.25
asadull40888275,0
Brishep29,0.5
hoodxmax,0.5
Ezh15169103,0
AdamNew85,-0.2
queerfangirl13,0.3111111111
Lomiel106,0.3111111111
LoeppkeAlex,0.1222222222
Justin1Chidera,0.4
Original_10101,-0.35
Judith74260310,0
EasyLiving1949,0.5
Margaret3786,0.3
ccsilva32,-0.1333333333
C1NEMALUVR,-0.7142857143
StopBJP1,0.35
alupo8897,0.4
Jaysen_,0
duke_canuck,0.3
BronzeAgeMufti,0
MariaAn51506974,0.25
HonourableMembr,0.35
Violent_Memo,-0.025
KyivKing,0.15
entropywitch,-0.4
bill_yousman,-0.05347222222
natyx09jinx,0.3111111111
PatriotsViews,0.125
CowboysViews,0.5
KristyG72548890,0.25
Patriicaswife,0.3111111111
kaikoppel,0
TyrekowensTyrek,0.3
bacant1902,0.25
pinkmagnoliaa,-1
uhyeahplush,-0.7142857143
PoilishYoilish,-0.5
intelepoch,0
luiz3810,-0.1833333333
jennyyyyyy28,0.3111111111
FPAnarchast,0.08661616162
HawkeyesWire,0.1666666667
PeskyED,0.3111111111
RelefordYvonne,0
NotRichYoungFa1,0
SorinV33,0.15
MushyMelbowHead,0
TracyTig,0
hartogarbanso,0.15
MoustacheMickey,0.35
glavata691,0.25
Rubberlipper03,0
DrayBeChillin,0.3
BrendaWeese,0
GMcdooble,-0.075
JoshScot94,0.25
ijustwanttobem7,-0.4
Mikola05375549,0
keenmiler,0.5
forrester2,0.05
tomatikgoluy,0.4166666667
femmesnufkin,0.3111111111
perss2_persson,-0.1
vvotaw,0
PeterRiebeek1,0
LisaEva03392155,-0.2212121212
paxdal,0.275
TheBCPlayer,-0.625
EdieRownd,0.05
LordRaa,0.3
JandeGoei,0
OkNYork1,0
AaronLevesque5,0.4375
sausagerollsby,0.25
DavidGa52778089,0
unfinitet,-0.03333333333
Youth1Football,0
AmjadTechnician,-0.01666666667
AmBigSerge,-0.25
NotarealNigga2,0.3
Toasteybread,0.3111111111
EIlariya,-0.4
celiaamz_,0.05
SPADtm,0.4166666667
ga2493,0
mbanda15,0
theBill420,0
CoachOrtizOL,0.5
milapsus,0.6333333333
DavidGa52778089,-0.05
Chollis32,-0.40625
KittyhawkDCS,-0.1
AkebajeOlajide,0
angeldustjolie,-0.4
brucecuth,0.1268813131
JSharp1436,0.1
catfishparty,-0.275
GE0FFGOODWIN,0.225
ItAr4Eu,0
kgansw,0.3166666667
aniru4h,0
yellowjun_0323,0.3111111111
MikeLJunior2525,0.275
JeffreyMeursing,0.5
lmadmer,0.3111111111
echrepairs,0
Ainy3012,-0.4
DawnSymesPodic,-0.2888888889
elenastrife,0.3111111111
mik61scot,0.15
HardiBrenner,0
Finkriel_101,-0.7142857143
JohnBaldwin64,0.25
Stephan89441722,0.3111111111
MuelichNadine,0
Tommy_2Tall,0.4166666667
VerryMilan,0.3111111111
AlwinV1,-0.1
TO_WAR_I,0.1222222222
cmrn0331,0.1
MarcusSanford20,0
touchytorracat,-0.7142857143
CoachFinnin,0.5
NotSoBinary1,0.3111111111
AV0kato,0.15
CroFella6002,-0.1
aisforashley_,0.3666666667
engtsantos,0.4166666667
monicghi,0.25
pollsstar,0.1363636364
GriefNo,-0.5
_SEOKJ1N,-0.4
FrizFrizzle,0.3
